Press,Title,Analysis
한국경제,"""동급 전기차 중 최고"" 자신감…1000만원 싸게 내놨다 '파격'","분석 결과: 긍정

키워드: '최고', '자신감', '싸게', '파격' 등 긍정적인 어조가 돋보이며, 가격 인하라는 점에서도 긍정적인 메시지가 전달되고 있습니다."
매일경제,"“전기차 안 팔려서···” 포드, 건설 중인 미시간 공장 확 줄이기로","분석 결과: 부정

키워드: ""전기차 안 팔려서"", ""포드"", ""공장 확 줄이기로""  
이 제목은 전기차 판매 감소로 인해 포드가 공장을 줄이기로 한 소식을 전하고 있으며, 전반적으로 부정적인 상황을 나타내고 있습니다."
뉴시스,현대차그룹에서 유일하게 인기 유지한 전기차는?,"제목의 키워드 ""현대차그룹"", ""유일하게"", ""인기 유지한"", ""전기차""로 볼 때, 이 제목은 특정 전기차 모델이 긍정적인 인기를 얻고 있다는 내용을 암시하고 있습니다. 따라서 감성 분석 결과는 **긍정**입니다."
매일경제,전기차 감성에 높은 연비 … 출퇴근에 딱,"분석 결과: 긍정

키워드 ""감성에 높은 연비""와 ""출퇴근에 딱""은 전기차의 긍정적인 특성을 강조하고 있어 전체적인 감성이 긍정적입니다."
한국경제,'미스터 에브리싱' 빈 살만의 다음 목표는…세계 전기차 허브,"분석 결과: 긍정

키워드 '다음 목표', '세계 전기차 허브'는 미래 지향적이고 긍정적인 의미를 내포하고 있어 긍정적인 감성을 나타냅니다."
지디넷코리아,"혼다 ""2030년 전기차 200만대 생산…배터리 내재화 본격 가동""","분석 결과: 긍정

키워드: ""2030년"", ""전기차"", ""200만대 생산"", ""배터리 내재화"", ""본격 가동"" 

이 제목은 혼다가 전기차 생산을 증가시키고 배터리 기술을 내재화하여 성장을 목표로 하고 있음을 나타내어 긍정적인 메시지를 전달하고 있습니다."
한국경제,저렴한 가격 통했다…한 달새 '1300대 판매' 대박 난 전기차,"분석 결과: 긍정

키워드: 저렴한 가격, 1300대 판매, 대박."
뉴시스,"英정부, '전기차 전환' 2030→2035년 연기…車업체들 '분노'","분석 결과: 부정

키워드 '연기', '분노'가 부정적인 감정을 나타내고 있습니다."
한국경제,"IRA로는 부족?…美 ""中 전기차·배터리팩 등 관세 인상 검토""","제목의 키워드는 ""IRA"", ""부족"", ""미국"", ""중국"", ""전기차"", ""배터리팩"", ""관세"", ""인상"", ""검토""입니다. 이 제목은 미국이 중국의 전기차 및 배터리팩에 대한 관세 인상을 검토하고 있다는 내용을 담고 있으며, ""부족""이라는 표현이 들어 있어 부정적인 뉘앙스를 포함하고 있습니다. 

따라서 감성 분석 결과는 **부정**입니다."
머니투데이,서울 전기차 판매승인 3일→3시간 간소화..전국 최초 온라인 신청,"분석 결과: 긍정 

설명: ‘간소화’와 ‘온라인 신청’이라는 긍정적인 키워드가 포함되어 있어 전기차 판매 프로세스가 개선되었다는 긍정적인 의미가 담겨 있습니다."
중앙일보,"전기차 보급, 목표의 반도 못 채웠다…보조금 남아도 사업 종료","분석 결과: 부정

키워드 분석: ""목표의 반도 못 채웠다"", ""보조금 남아도 사업 종료"" 등의 표현이 부정적인 의미를 내포하고 있습니다."
연합뉴스,"BYD 부총재 ""中 전기차 시장 지속 성장 전망…韓과 협력 필요""","이 제목에서 키워드는 ""지속 성장 전망""과 ""협력 필요""입니다. ""지속 성장""은 긍정적인 의미를 가지며, ""협력 필요""는 협력의 중요성을 강조하는 중립적인 표현입니다. 따라서 전체적으로 긍정적인 주장을 하고 있습니다. 

결과: 긍정"
SBS Biz,"전기차, 겨울잠 자고 '몸값' 낮춰 봄 출격 채비","분석 결과: 부정  
키워드 '겨울잠', '몸값 낮춰'에서 부정적인 감정을 느낄 수 있습니다. 이는 전기차의 현 상태가 좋지 않음을 암시합니다."
KBS,충전 중 전기차에서 연기 솔솔…“배터리 과충전 막아야”,"이 제목에서 ""연기"", ""과충전""이라는 키워드가 부정적인 뉘앙스를 주고 있습니다. 따라서 이 제목은 부정적인 감정을 나타냅니다. 

결과: 부정"
로피시엘 코리아,"한성자동차, 전기차 SUV 오프로드 드라이빙 이벤트 성료","제목의 키워드: 한성자동차, 전기차, SUV, 오프로드, 드라이빙, 이벤트, 성료

분석 결과: 긍정"
연합뉴스,'전기차의 섬' 제주에 폐배터리 재활용 기반 마련한다,"분석 결과: 긍정

키워드 '재활용', '기반 마련'은 지속 가능성과 환경 보호를 강조하며 긍정적인 의미를 전달하고 있습니다."
머니투데이,佛 전기차 보조금 차량 78개 중 77개 유럽산…정부 이의제기한다,이 제목은 부정적인 감정을 나타냅니다. '이의제기'라는 표현이 정부의 불만이나 문제가 있는 상황을 암시하고 있어 전체적으로 정부의 반발이 있을 것이라는 인상을 줍니다. 따라서 결과는 부정으로 분류할 수 있습니다.
매일경제,[단독] “보조금 받고 전기차 샀으면 8년은 타라”…의무기간 늘린다,"이 제목의 감성 분석 결과는 '부정'입니다. 주요 키워드인 ""의무기간 늘린다""가 소비자의 선택을 제한하는 느낌을 주며, 보조금을 받고 구매한 전기차에 대한 의무로 인식될 수 있습니다."
쿠키뉴스,늘어난 전기차 부족한 배려…송석준 ‘교통약자’ 보호 [법리남],"이 뉴스 제목은 ""늘어난 전기차 부족한 배려…송석준 ‘교통약자’ 보호 [법리남]""입니다. 

키워드 분석:
- ""늘어난 전기차"": 긍정적인 의미를 지닐 수 있지만, 맥락에 따라 다른 시각이 있을 수 있습니다.
- ""부족한 배려"": 부정적인 의미를 가지고 있습니다.
- ""교통약자 보호"": 긍정적인 의미를 가지고 있습니다.

종합적으로 볼 때, 제목은 전기차의 증가와 동시에 부족한 배려를 강조하며 교통약자 보호를 언급하고 있어, 부정적 요소가 더 크게 작용합니다.

결과: 부정적"
IT동아,[그때 그 IT] 모빌리티 판례 (2) 전기차 배터리 화재사고 손해배상,"이 제목은 전기차 배터리 화재사고와 관련된 손해배상에 대한 내용을 다루고 있습니다. '화재사고'와 '손해배상'이라는 키워드는 부정적인 상황을 암시하므로, 이 제목의 감성은 부정적이라고 분석됩니다."
매일경제,전기차 수요줄자 … K배터리 해외공장 '몸살',"이 제목의 키워드는 ""전기차 수요 줄자"", ""K배터리"", ""해외공장"", ""몸살""입니다. 

감성 분석 결과: 부정. 

이 제목은 전기차 수요 감소로 인한 K배터리 해외공장의 어려움을 나타내고 있어 부정적인 감정을 전달하고 있습니다."
조선비즈,전기차 투자 속속 연기… 잘 나가던 배터리도 주춤,"분석 결과: 부정

키워드 ""투자 연기""와 ""주춤""은 부정적인 뉘앙스를 가지고 있어, 전기차와 배터리 산업에 대한 우려를 나타냅니다."
파이낸셜뉴스,'2000만원 할인'도 안통하던 국내 전기차..'수출'은 씽씽,"이 제목은 부정적인 감정을 포함하고 있습니다. ""2000만원 할인도 안 통하던"" 부분은 국내 전기차의 판매 상황이 좋지 않다는 부정적인 인상을 주며, ""씽씽""이라는 표현은 상대적으로 긍정적이지만 전체적인 맥락에서 부정적인 문제를 강조하는 것 때문에 종합적으로 부정적인 평가로 분석됩니다."
연합뉴스,'니로' 제외된 프랑스 새 전기차 보조금 제도…민관합동 대응,"이 제목은 '니로'라는 특정 전기차 모델이 보조금 제도에서 제외되었다는 내용을 포함하고 있습니다. '제외', '대응'과 같은 단어가 사용된 것으로 보아 부정적인 뉘앙스가 느껴집니다. 따라서 이 제목은 부정적인 감성을 가진 것으로 분석됩니다."
더스쿠프,"막 오른 반값 전기차 전쟁 ""테슬라 기다려!"" [분석+]","분석 결과: 긍정

해당 제목에서 ""막 오른 반값 전기차 전쟁""이라는 표현은 전기차 시장의 경쟁과 혁신을 긍정적으로 보여주며, ""테슬라 기다려!""라는 구문은 기대감과 도전을 나타내어 긍정적인 감정을 불러일으킵니다."
조선비즈,"전기차 산업 영향력 넓히는 中… “韓, 자생력 못 키우면 도태”","이 제목에서는 '전기차 산업 영향력', '자생력', '도태'와 같은 키워드가 등장합니다. 이로 미뤄볼 때, 제목은 한국의 전기차 산업이 중국의 영향력에 의해 어려움에 처할 수 있다는 경고의 뉘앙스를 담고 있습니다. 전반적으로 부정적인 시각이 드러나므로, 감성 분석 결과는 **부정**입니다."
한겨레,전기차 늘며 숙제 된 배터리 재활용…중국산 처리가 관건,"제목 분석: ""전기차 늘며 숙제 된 배터리 재활용…중국산 처리가 관건""

- 키워드: 전기차, 배터리 재활용, 중국산 처리
- 감성 분석 결과: 중립

이 제목은 전기차의 증가와 배터리 재활용의 중요성을 언급하고 있으며, 특정 문제(중국산 처리가 관건)에 대한 사실을 전달하고 있습니다. 긍정적이거나 부정적인 감정을 도출하기보다는 정보 전달에 중점을 두고 있습니다."
뉴시스,일본 내 수입 전기차 판매 '꿈틀'…전년대비 40% 증가,"분석 결과: 긍정  

키워드: ""꿈틀"", ""40% 증가""  
해석: 일본 내 전기차 판매가 증가하고 있다는 긍정적인 소식이 담겨 있습니다."
매일경제,"“전기차 때문에 다 죽겠다, 벌써 1000곳 폐업”…카센터, ‘정의로운 지원’ 촉구","이 제목은 부정적인 감정을 표현하고 있습니다. ""전기차 때문에 다 죽겠다""와 ""벌써 1000곳 폐업""이라는 표현이 부정적인 상황을 나타내고 있으며, 이는 카센터의 어려움을 강조하고 있습니다. ""정의로운 지원 촉구""는 개선의 필요성을 나타내지만 전반적으로는 부정적인 감정이 지배적입니다. 따라서, 이 제목의 감정은 부정적입니다."
전자신문,[스페셜리포트]새해 신차 60종 출격…3대 중 1대 전기차,"분석 결과: 긍정  

이 제목은 전기차의 출현이 많아지고 있다는 긍정적인 상황을 나타내고 있습니다. ""새해 신차 60종 출격""과 ""3대 중 1대 전기차""라는 표현이 전기차의 비중 증가를 강조하고, 이는 긍정적인 발전으로 볼 수 있습니다."
뉴시스,"""배기통 없애자""…모든 이동수단의 '전동화'[전기차 2.0 시대-①]","제목에서 ""배기통""과 ""전동화""는 긍정적인 변화를 암시하는 키워드로 보이며, 전기차 시대의 도래를 긍정적으로 시사합니다. 전동화는 친환경적이고 혁신적인 방향성을 지니고 있어, 전체적으로 긍정적인 뉘앙스를 가지고 있습니다.

분석 결과: 긍정"
매일경제,'세단의 왕' 제네시스 … 전기차는 수입차에 밀리네,"분석 결과: 부정

키워드 '전기차', '수입차에 밀리네'에서 부정적인 감정이 드러나며, 전기차가 수입차에 비해 경쟁력이 떨어진다는 인식을 표현하고 있습니다."
뉴시스,"GGM, 전기차 생산시설 구축 마무리… 시운전 진행","분석 결과: 긍정

제목은 GGM의 전기차 생산시설 구축 완료와 시운전 진행 소식을 전하고 있으며, 이는 긍정적인 발전과 성과를 나타냅니다."
KBS,[여기는 원주] 횡성 ‘디피코’ 회생 불투명…전기차 업체 투자 철회,"제목의 키워드: ""회생 불투명"", ""투자 철회""

분석 결과: 부정"
머니투데이,"전기차에 돈 쏟아붓더니…""생산 계획 철회"" 물러선 제조사들, 왜?","이 제목의 키워드는 ""전기차,"" ""돈 쏟아붓더니,"" ""생산 계획 철회,"" ""물러선 제조사들,"" ""왜""입니다. 

이 제목은 전기차 제조사들이 자금 투입 이후 생산 계획을 철회했다는 내용을 담고 있어 부정적인 뉘앙스가 강합니다. 이러한 변화는 보통 산업 내 어려움이나 불안정성을 나타내므로, 전반적으로 부정적인 결과로 해석될 수 있습니다.

따라서, 이 제목의 감정은 **부정**입니다."
오토타임즈,[하이빔]전기차 충전이 불편? 주행거리 확대로 승부,"이 제목은 ""전기차 충전이 불편""이라는 부정적인 요소와 ""주행거리 확대로 승부""라는 긍정적인 요소가 혼합되어 있습니다. 하지만 주된 초점이 충전의 불편함에 있는 만큼, 전반적으로 부정적인 감성으로 분석할 수 있습니다. 

결과: 부정적"
